Name,FIRM1,FIRM2,FIRM3,FIRM4,FIRM5,FIRM6,FIRM7,FIRM8,FIRM9,FIRM10,FIRM11,FIRM12,FIRM13,FIRM14,FIRM15,FIRM16,FIRM17,FIRM18,FIRM19,FIRM20,Average over all firms
-259,0.0,0.0,0.0,0.0,0.0,2.125239972448978,-1.4793215007338767,-1.538247315439012,0.5909779348439503,0.0,3.8772583882993983,0.0,0.0,0.39370755516687783,0.35649327028008937,-1.785706711907542,2.612457293699366,0.0,-0.45216969920734984,1.8691278142173529,0.32849085008341167
-258,5.555635801622083,0.40153631284918223,0.0,0.7556675062972307,4.702959736803924,3.6144370845722085,2.7026663905806325,2.083038707584306,2.657061880018885,0.0,6.090221412401298,1.8177507310519259,0.0,0.6535524540857152,0.3479773814702103,2.857192210817927,5.233318850016455,0.0,3.828621299944013,1.8348324505399916,2.2568235105327994
-257,1.7546380396221917,2.8014451592959677,0.0,15.199999999999992,0.47283979794146,3.3828213721851297,4.385984487915762,2.041348512382557,1.4350626941217026,0.22147068506270795,3.3309045487665223,0.8926492276643438,0.2355712603062443,1.8182137148027522,1.0547608727062396,4.292953678085154,5.376362951578217,2.0942497738483334,3.437505581453504,1.8019865427747472,2.8015384450256766
-256,0.0,1.9451596534420856,0.0,2.994791666666674,-0.47061454507743017,-0.5623682158808152,0.0,-0.5007267325783826,-0.8477219245272227,1.9768865529907087,-1.9693764480709142,0.0,0.0,0.38265965428536663,0.6934515298827604,1.4527628157129824,-0.38261271091152294,0.0,-2.7794625185351363,0.0,0.09664143886995773
-255,0.0,0.0,0.0,0.2949852507374562,0.0,0.9767098484685155,-0.28005918176128297,-2.0097759870295606,-1.14377216058561,2.1552607689829806,-3.1084622103478288,0.0,0.0,0.0,3.4504792332268552,0.0,0.25616626405071674,2.5641132807275646,-1.1808676791032702,0.0,0.09873887136832682
-254,-0.12004406692750916,0.3539089275940831,0.0013369354415888278,-0.6358797115874075,2.8255305719691637,2.0641269594826666,-0.5214509103740754,-1.5331759638595879,3.4636309728367882,-0.0122382683805214,0.0008794408465539157,0.03406065864956941,0.7677484147831,0.03610790253988585,-0.09554286347827358,-2.841579592681299,0.5006045333502315,-0.0067703054119746375,-1.5756845850643995,-0.006341008339282755,0.13496140206946503
-253,-0.263284695780472,3.7408302850050106,0.0029322118953984118,-1.6191079933635772,5.72222499207327,0.9064863718692926,0.9360274304222982,-1.0303966944891145,-0.009855341731542523,-0.026841382918083738,-0.3745692186463041,0.07470298516335393,-0.22459233405663334,-1.445558725975887,-0.20954783013193579,-0.4424300752106929,0.4858416350736743,-0.014848862141675285,-0.7005956480204116,-0.8989521950460756,0.23042324569949463
-252,-1.780673402585203,-0.012989349504349145,0.0006269263572421564,-1.9794330993733806,-1.3096294131924817,-2.8796864817600554,-1.101518648333476,-3.1559059874929374,-2.235760096549225,-3.1704228273373722,0.0004123943678871891,-0.43025050191741543,-3.212646342151763,-0.1121024352652887,-0.7105085704386237,-3.446297005151232,-3.544560688200349,-0.20318918356193794,-0.6168457993120584,-1.3421835832320013,-1.5621782047317012
-251,1.508958735695311,-0.056690355804488876,0.0027361399616947775,-0.011517332980291145,0.19705457922683522,-1.785959191121436,0.08265787614466452,-3.2500377603375945,-0.00919633208982933,-1.2239453353657825,2.274648088640129,0.06970772585845893,1.7592735498988283,0.07389756602977889,0.13609339862751912,0.3013827055454345,0.7655320299436051,-0.013855944434061466,-0.007999076930730889,-0.012977355356764718,0.03998818555756399
-250,8.625601236811171,-1.3841839477532498,-0.003897770100732073,-1.649528968213681,0.4726278138381913,-0.8834703905770492,-1.5341374225673259,-1.1391167811052547,-0.27284239882031996,-0.7343343067768529,-1.116335175406826,-0.09930218974355176,-0.011490170148779311,-0.6221283274477417,0.27855056049779947,-0.8303736963509445,0.02972781932284635,-0.7818544826903221,0.2162963057881846,-0.4340474202691684,-0.09371198558568031
